# PyMovie Version 3.2.9
# source: J:\OCCULTATION-DATA\2020-07-29\Jabbah\2020-07-29-1718_2 (2).ser
#
# lunar background: False
# yellow mask = default: False
#
# aperture name: Jabbah
# ____ aperture size: 51
# ____ x,y: (317, 354)
# ____ threshold: 10
# ____ def mask radius: 3.2
# ____ color: red
# ____ joggable: False
# ____ auto textOut: False
# ____ thumbnail source: False
# ____ csv output order: 4
#
# aperture name: ref
# ____ aperture size: 51
# ____ x,y: (529, 65)
# ____ threshold: 8
# ____ def mask radius: 3.2
# ____ color: yellow
# ____ joggable: True
# ____ auto textOut: True
# ____ thumbnail source: True
# ____ csv output order: 5
#
# date at frame 0: 2020-7-29
# Begin SER meta-data =====================
# FileID: LUCAM-RECORDER
# LuID: 4660
# ColorID: 0
# LittleEndian: 0
# ImageWidth: 640
# ImageHeight: 640
# PixelDepthPerPlane: 8
# FrameCount: 13105
# NumTimestamps: 13105.0
# Observer: Observer                                
# Instrument: QHY174M                                 
# Telescope: telescope                               
# DateTimeLocal: 2020-7-30T00:17:22.0719081
# DateTimeUTC: 2020-7-29T17:17:22.0719081
# End SER meta-data =====================
FrameNum,timeInfo,signal-Jabbah,signal-ref,appsum-Jabbah,avgbkg-Jabbah,stdbkg-Jabbah,nmaskpx-Jabbah,maxpx-Jabbah,xcentroid-Jabbah,ycentroid-Jabbah,appsum-ref,avgbkg-ref,stdbkg-ref,nmaskpx-ref,maxpx-ref,xcentroid-ref,ycentroid-ref
4733.00,[17:18:01.5045962],3.00,299.00,1209.00,32.59,4.57,-37,47,318.00,356.00,564.00,16.59,3.13,16,72,529.56,66.75
4734.00,[17:18:01.5126526],-55.00,241.00,1148.00,32.51,4.43,-37,49,318.00,356.00,472.00,16.47,3.25,14,65,529.64,67.21
4735.00,[17:18:01.5207089],-8.00,239.00,1198.00,32.59,4.38,-37,51,318.00,356.00,842.00,16.30,3.23,-37,66,530.00,67.00
4736.00,[17:18:01.5287653],-6.00,179.00,1194.00,32.43,4.43,-37,49,318.00,356.00,791.00,16.53,3.21,-37,77,530.00,67.00
4737.00,[17:18:01.5368217],36.00,160.00,1238.00,32.47,4.45,-37,48,318.00,356.00,307.00,16.31,3.15,9,92,530.00,67.00
4738.00,[17:18:01.5448781],0.00,284.00,1202.00,32.50,4.47,-37,48,318.00,356.00,516.00,16.56,3.21,14,81,530.21,66.64
4739.00,[17:18:01.5529344],26.00,472.00,1224.00,32.39,4.51,-37,48,318.00,356.00,849.00,16.39,3.21,23,79,530.09,66.57
4740.00,[17:18:01.5609908],-33.00,513.00,1172.00,32.56,4.46,-37,50,318.00,355.00,853.00,16.18,3.26,21,92,529.95,66.19
4741.00,[17:18:01.5690472],2.00,395.00,1203.00,32.46,4.45,-37,48,318.00,355.00,687.00,16.19,3.19,18,95,530.11,66.06
4742.00,[17:18:01.5771036],-13.00,168.00,1186.00,32.40,4.34,-37,49,318.00,355.00,331.00,16.29,3.23,10,55,530.00,65.80
4743.00,[17:18:01.5851599],-42.00,112.00,1155.00,32.35,4.45,-37,48,318.00,355.00,717.00,16.36,3.28,-37,41,530.00,66.00
4744.00,[17:18:01.5932163],0.00,164.00,1202.00,32.48,4.46,-37,49,318.00,355.00,767.00,16.30,3.11,-37,54,530.00,66.00
4745.00,[17:18:01.6012727],-4.00,185.00,1200.00,32.53,4.54,-37,50,318.00,355.00,334.00,16.57,3.10,9,80,530.00,66.00
4746.00,[17:18:01.6093291],3.00,177.00,1206.00,32.51,4.53,-37,46,318.00,355.00,324.00,16.38,3.14,9,74,530.00,66.00
4747.00,[17:18:01.6173855],11.00,155.00,1215.00,32.55,4.56,-37,50,318.00,355.00,303.00,16.47,3.23,9,63,530.00,66.00
4748.00,[17:18:01.6254418],-18.00,152.00,1184.00,32.49,4.49,-37,48,318.00,355.00,760.00,16.43,3.20,-37,36,530.00,66.00
4749.00,[17:18:01.6334982],26.00,59.00,1235.00,32.68,4.44,-37,48,318.00,355.00,663.00,16.33,3.18,-37,30,530.00,66.00
4750.00,[17:18:01.6415546],-15.00,114.00,1186.00,32.47,4.46,-37,51,318.00,355.00,716.00,16.27,3.16,-37,36,530.00,66.00
4751.00,[17:18:01.6496110],4.00,232.00,1197.00,32.23,4.55,-37,48,318.00,355.00,428.00,16.31,3.23,12,66,530.33,66.08
4752.00,[17:18:01.6576673],-11.00,157.00,1192.00,32.52,4.70,-37,48,318.00,355.00,304.00,16.33,3.17,9,63,530.00,66.00
4753.00,[17:18:01.6657237],-44.00,87.00,1157.00,32.46,4.51,-37,48,318.00,355.00,685.00,16.17,3.25,-37,29,530.00,66.00
4754.00,[17:18:01.6737801],-48.00,66.00,1149.00,32.35,4.44,-37,47,318.00,355.00,671.00,16.36,3.13,-37,32,530.00,66.00
4755.00,[17:18:01.6818365],-52.00,103.00,1150.00,32.49,4.41,-37,50,318.00,355.00,708.00,16.34,3.16,-37,30,530.00,66.00
4756.00,[17:18:01.6898928],-4.00,146.00,1197.00,32.47,4.49,-37,49,318.00,355.00,753.00,16.39,3.16,-37,40,530.00,66.00
4757.00,[17:18:01.6979492],-20.00,167.00,1182.00,32.48,4.38,-37,48,318.00,355.00,774.00,16.39,3.17,-37,58,530.00,66.00
4758.00,[17:18:01.7060056],-32.00,203.00,1170.00,32.50,4.47,-37,48,317.00,355.00,814.00,16.52,3.25,-37,73,529.00,66.00
4759.00,[17:18:01.7140620],-47.00,216.00,1163.00,32.69,4.49,-37,50,317.00,356.00,414.00,16.50,3.22,12,67,529.50,66.50
4760.00,[17:18:01.7221184],-27.00,242.00,1174.00,32.46,4.56,-37,49,317.00,355.00,456.00,16.48,3.19,13,67,529.38,66.38
4761.00,[17:18:01.7301747],-50.00,117.00,1157.00,32.62,4.43,-37,50,317.00,355.00,718.00,16.23,3.11,-37,52,529.00,66.00
4762.00,[17:18:01.7382311],44.00,124.00,1254.00,32.70,4.43,-37,48,317.00,355.00,730.00,16.38,3.17,-37,43,529.00,66.00
4763.00,[17:18:01.7462875],-22.00,170.00,1193.00,32.84,4.47,-37,48,317.00,355.00,780.00,16.50,3.22,-37,45,529.00,66.00
4764.00,[17:18:01.7543439],15.00,156.00,1220.00,32.56,4.49,-37,50,317.00,355.00,304.00,16.49,3.17,9,55,529.33,66.11
4765.00,[17:18:01.7624002],35.00,214.00,1234.00,32.41,4.46,-37,48,318.00,356.00,412.00,16.49,3.25,12,66,529.50,66.50
4766.00,[17:18:01.7704566],-33.00,263.00,1170.00,32.50,4.44,-37,47,317.00,355.00,525.00,16.40,3.23,16,74,529.00,66.50
4767.00,[17:18:01.7785130],-10.00,170.00,1197.00,32.61,4.44,-37,49,317.00,356.00,318.00,16.44,3.26,9,55,529.00,67.00
4768.00,[17:18:01.7865694],-3.00,163.00,1204.00,32.61,4.50,-37,47,317.00,356.00,768.00,16.35,3.24,-37,46,529.00,67.00
4769.00,[17:18:01.7946257],2.00,187.00,1196.00,32.27,4.37,-37,48,317.00,356.00,799.00,16.53,3.18,-37,41,529.00,67.00
4770.00,[17:18:01.8026821],6.00,141.00,1213.00,32.63,4.53,-37,49,317.00,356.00,741.00,16.22,3.19,-37,47,529.00,67.00
4771.00,[17:18:01.8107385],-50.00,239.00,1153.00,32.51,4.46,-37,49,318.00,355.00,435.00,16.33,3.24,12,56,529.50,66.50
4772.00,[17:18:01.8187949],19.00,329.00,1222.00,32.51,4.40,-37,52,318.00,356.00,609.00,16.48,3.29,17,73,529.88,66.59
4773.00,[17:18:01.8268513],2.00,366.00,1197.00,32.29,4.46,-37,48,318.00,355.00,660.00,16.31,3.25,18,121,530.11,66.28
4774.00,[17:18:01.8349076],-24.00,272.00,1183.00,32.61,4.37,-37,47,318.00,355.00,533.00,16.32,3.18,16,86,529.94,66.31
4775.00,[17:18:01.8429640],12.00,177.00,1212.00,32.43,4.44,-37,48,318.00,355.00,341.00,16.41,3.14,10,60,530.30,66.30
4776.00,[17:18:01.8510204],-8.00,151.00,1195.00,32.52,4.50,-37,48,318.00,355.00,298.00,16.28,3.08,9,48,530.00,66.00
4777.00,[17:18:01.8590768],3.00,222.00,1202.00,32.42,4.55,-37,49,318.00,355.00,418.00,16.31,3.17,12,57,530.08,66.33
4778.00,[17:18:01.8671331],-9.00,169.00,1199.00,32.64,4.49,-37,51,318.00,355.00,317.00,16.40,3.20,9,68,530.33,66.11
4779.00,[17:18:01.8751895],-4.00,200.00,1200.00,32.55,4.59,-37,51,318.00,355.00,807.00,16.41,3.18,-37,52,530.00,66.00
4780.00,[17:18:01.8832459],-30.00,210.00,1172.00,32.49,4.46,-37,48,318.00,355.00,815.00,16.36,3.21,-37,47,530.00,66.00
4781.00,[17:18:01.8913023],-6.00,132.00,1196.00,32.48,4.47,-37,50,318.00,355.00,735.00,16.29,3.24,-37,41,530.00,66.00
4782.00,[17:18:01.8993586],-1.00,134.00,1201.00,32.48,4.45,-37,48,318.00,355.00,731.00,16.14,3.13,-37,40,530.00,66.00
4783.00,[17:18:01.9074150],-42.00,168.00,1155.00,32.34,4.41,-37,48,318.00,355.00,778.00,16.50,3.26,-37,48,530.00,66.00
4784.00,[17:18:01.9154714],-35.00,204.00,1168.00,32.52,4.43,-37,48,318.00,355.00,417.00,16.40,3.21,13,69,529.62,66.38
4785.00,[17:18:01.9235278],17.00,232.00,1220.00,32.51,4.49,-37,50,318.00,355.00,443.00,16.27,3.17,13,57,530.38,66.38
4786.00,[17:18:01.9315842],11.00,254.00,1208.00,32.36,4.30,-37,47,319.00,355.00,484.00,16.43,3.23,14,71,530.50,66.29
4787.00,[17:18:01.9396405],-29.00,278.00,1178.00,32.62,4.54,-37,48,318.00,355.00,508.00,16.40,3.14,14,86,530.50,66.29
4788.00,[17:18:01.9476969],-14.00,125.00,1182.00,32.32,4.47,-37,47,318.00,355.00,734.00,16.46,3.17,-37,31,530.00,66.00
4789.00,[17:18:01.9557533],-41.00,94.00,1165.00,32.58,4.52,-37,48,318.00,355.00,698.00,16.32,3.16,-37,38,530.00,66.00
4790.00,[17:18:01.9638097],-36.00,108.00,1169.00,32.56,4.55,-37,48,318.00,355.00,714.00,16.37,3.15,-37,46,530.00,66.00
4791.00,[17:18:01.9718660],-23.00,144.00,1176.00,32.40,4.48,-37,48,318.00,355.00,747.00,16.31,3.19,-37,40,530.00,66.00
4792.00,[17:18:01.9799224],-22.00,74.00,1180.00,32.48,4.40,-37,50,318.00,355.00,682.00,16.43,3.29,-37,36,530.00,66.00
4793.00,[17:18:01.9879788],-10.00,59.00,1188.00,32.38,4.38,-37,50,318.00,355.00,664.00,16.36,3.17,-37,29,530.00,66.00
4794.00,[17:18:01.9960352],1.00,92.00,1203.00,32.49,4.43,-37,51,318.00,355.00,701.00,16.47,3.30,-37,35,530.00,66.00
4795.00,[17:18:02.0042126],41.00,71.00,1244.00,32.51,4.42,-37,51,318.00,355.00,681.00,16.48,3.18,-37,33,530.00,66.00
4796.00,[17:18:02.0122690],-12.00,84.00,1193.00,32.56,4.55,-37,52,318.00,355.00,698.00,16.58,3.24,-37,39,530.00,66.00
4797.00,[17:18:02.0203254],-12.00,86.00,1190.00,32.50,4.47,-37,48,318.00,355.00,695.00,16.45,3.24,-37,36,530.00,66.00
4798.00,[17:18:02.0283818],22.00,204.00,1228.00,32.59,4.45,-37,48,317.00,356.00,418.00,16.48,3.26,13,58,529.15,66.54
4799.00,[17:18:02.0364382],32.00,486.00,1234.00,32.49,4.43,-37,50,317.00,355.00,881.00,16.47,3.24,24,79,529.29,66.00
4800.00,[17:18:02.0444945],1.00,352.00,1204.00,32.51,4.49,-37,50,317.00,354.00,661.00,16.29,3.13,19,63,529.11,65.42
