FrameNum,timeInfo,signal-ap11,appsum-ap11,avgbkg-ap11,stdbkg-ap11,nmaskpx-ap11,maxpx-ap11,xcentroid-ap11,ycentroid-ap11
1767.00,[17:48:33.9159520],11206.00,1090432.00,29168.27,2272.35,-37,40480,187.00,128.00
1768.00,[17:48:33.9490534],10886.00,1089888.00,29162.22,2402.09,-37,40288,187.00,128.00
1769.00,[17:48:33.9821548],8808.00,1089760.00,29214.92,2274.30,-37,38816,187.00,128.00
1770.00,[17:48:34.0152570],4487.00,1086464.00,29242.62,2363.66,-37,38640,187.00,128.00
1771.00,[17:48:34.0483584],10925.00,1089984.00,29163.76,2178.59,-37,38960,187.00,128.00
1772.00,[17:48:34.0814598],15941.00,1093600.00,29125.93,2224.34,-37,39984,187.00,128.00
1773.00,[17:48:34.1145611],12190.00,1091760.00,29177.57,2218.07,-37,40160,187.00,128.00
1774.00,[17:48:34.1476625],11954.00,1094160.00,29248.81,2440.31,-37,40592,187.00,128.00
1775.00,[17:48:34.1807639],12463.00,1091232.00,29155.93,2398.58,-37,39744,187.00,128.00
1776.00,[17:48:34.2138653],7380.00,1087472.00,29191.66,2443.76,-37,39360,187.00,128.00
1777.00,[17:48:34.2469667],8856.00,1085072.00,29086.92,2356.37,-37,39728,187.00,128.00
1778.00,[17:48:34.2800680],8447.00,1084944.00,29094.51,2284.16,-37,39568,187.00,128.00
1779.00,[17:48:34.3131694],9740.00,1083904.00,29031.46,2316.18,-37,38752,187.00,128.00
1780.00,[17:48:34.3462708],7291.00,1083856.00,29096.34,2274.83,-37,38800,187.00,128.00
1781.00,[17:48:34.3793722],3060.00,1084112.00,29217.61,2488.97,-37,39472,187.00,128.00
1782.00,[17:48:34.4124737],2078.00,1076784.00,29046.10,2309.23,-37,39712,187.00,128.00
1783.00,[17:48:34.4455751],7409.00,1085456.00,29136.41,2246.75,-37,39952,187.00,128.00
1784.00,[17:48:34.4786765],6664.00,1082512.00,29076.97,2108.50,-37,39936,187.00,128.00
1785.00,[17:48:34.5117779],10431.00,1089296.00,29158.51,2234.38,-37,38976,187.00,128.00
1786.00,[17:48:34.5448793],8557.00,1086544.00,29134.78,2310.07,-37,39648,187.00,128.00
1787.00,[17:48:34.5779808],2514.00,1080576.00,29136.81,2402.89,-37,38848,187.00,128.00
1788.00,[17:48:34.6110822],2723.00,1082800.00,29191.26,2467.15,-37,39504,187.00,128.00
1789.00,[17:48:34.6441836],6942.00,1085696.00,29155.53,2341.43,-37,40016,187.00,128.00
1790.00,[17:48:34.6772851],21490.00,1093840.00,28982.43,2184.71,-37,44144,187.00,128.00
1791.00,[17:48:34.7103865],11826.00,1087152.00,29062.86,2420.69,-37,43264,187.00,128.00
1792.00,[17:48:34.7434880],13001.00,1084672.00,28964.07,2204.89,-37,41648,187.00,128.00
1793.00,[17:48:34.7765894],8638.00,1077248.00,28881.36,2177.65,-37,38640,187.00,128.00
1794.00,[17:48:34.8096909],589.00,1078448.00,29131.33,2404.65,-37,37984,187.00,128.00
1795.00,[17:48:34.8427924],6461.00,1080816.00,29036.61,2269.83,-37,37968,187.00,128.00
1796.00,[17:48:34.8758938],14545.00,1083328.00,28886.02,2224.91,-37,39680,187.00,128.00
1797.00,[17:48:34.9089953],9907.00,1080208.00,28927.04,2129.67,-37,38416,187.00,128.00
1798.00,[17:48:34.9420968],11900.00,1087440.00,29068.64,2359.78,-37,42384,187.00,128.00
1799.00,[17:48:34.9751982],9259.00,1080704.00,28957.97,2197.38,-37,37888,187.00,128.00
1800.00,[17:48:35.0083007],10893.00,1084448.00,29014.99,2304.66,-37,40192,187.00,128.00
