FrameNum,timeInfo,signal-obj,signal-track,appsum-obj,avgbkg-obj,stdbkg-obj,nmaskpx-obj,maxpx-obj,xcentroid-obj,ycentroid-obj,appsum-track,avgbkg-track,stdbkg-track,nmaskpx-track,maxpx-track,xcentroid-track,ycentroid-track
6078.00,[14:04:31.8072085],367148.00,37093.00,946864.00,12334.39,2224.18,47,45568,378.19,420.47,404480.00,9929.38,848.49,-37,15968,201.00,147.00
6079.00,[14:04:31.8173081],352761.00,38805.00,921104.00,12355.29,2233.45,46,50784,378.35,420.72,406576.00,9939.75,850.00,-37,14624,201.00,147.00
6080.00,[14:04:31.8274078],352214.00,39494.00,856064.00,12289.03,2202.58,41,46784,378.44,420.46,410064.00,10015.42,886.06,-37,13376,201.00,147.00
6081.00,[14:04:31.8375074],358557.00,40361.00,962592.00,12327.25,2252.69,49,41936,378.16,420.92,411680.00,10035.64,859.67,-37,15104,201.00,147.00
6082.00,[14:04:31.8476070],407013.00,35175.00,1084880.00,12324.85,2182.28,55,55888,378.36,420.93,404624.00,9985.10,875.33,-37,15264,201.00,147.00
6083.00,[14:04:31.8577067],343492.00,38720.00,947216.00,12320.90,2268.73,49,44656,378.67,420.71,408352.00,9990.05,856.28,-37,17056,201.00,147.00
6084.00,[14:04:31.8678063],316923.00,39018.00,874784.00,12396.90,2337.56,45,60944,378.49,420.64,408624.00,9989.34,873.00,-37,17248,201.00,147.00
6085.00,[14:04:31.8779060],352117.00,30562.00,948128.00,12416.90,2233.01,48,65504,378.60,420.31,120032.00,9941.14,891.36,9,18560,201.67,146.22
6086.00,[14:04:31.8880056],290940.00,48777.00,776112.00,12440.32,2293.05,39,59824,378.59,420.23,417120.00,9955.22,878.29,-37,19232,202.00,146.00
6087.00,[14:04:31.8981052],284990.00,52403.00,822704.00,12504.97,2353.41,43,53808,378.65,420.74,422384.00,9999.50,870.22,-37,16512,202.00,146.00
6088.00,[14:04:31.9082049],361347.00,43664.00,983744.00,12447.95,2238.98,50,49184,379.14,420.64,414928.00,10034.15,903.92,-37,16832,202.00,146.00
6089.00,[14:04:31.9183045],395723.00,38920.00,1007664.00,12488.58,2353.62,49,65504,378.94,420.31,409024.00,10002.81,855.51,-37,16160,202.00,146.00
6090.00,[14:04:31.9284041],352512.00,37554.00,887184.00,12434.23,2233.35,43,50496,378.88,419.88,407248.00,9991.74,849.50,-37,14752,202.00,146.00
6091.00,[14:04:31.9385037],376448.00,37875.00,974560.00,12460.66,2243.92,48,48640,378.75,420.00,407184.00,9981.33,881.96,-37,15872,202.00,146.00
6092.00,[14:04:31.9486034],327718.00,35051.00,888064.00,12452.14,2280.03,45,41648,378.93,420.04,404864.00,9994.93,863.30,-37,14240,202.00,146.00
6093.00,[14:04:31.9587030],347945.00,36674.00,882960.00,12442.21,2223.78,43,47488,378.88,419.88,407440.00,10020.70,901.24,-37,14752,202.00,146.00
6094.00,[14:04:31.9688026],322247.00,41683.00,857568.00,12449.33,2343.77,43,47712,378.86,420.02,412192.00,10013.75,899.27,-37,14624,202.00,146.00
6095.00,[14:04:31.9789022],278899.00,41072.00,788992.00,12441.29,2210.41,41,38608,378.41,420.17,410032.00,9971.89,868.74,-37,14592,202.00,146.00
6096.00,[14:04:31.9890019],346218.00,42298.00,906336.00,12447.07,2384.10,45,42992,378.27,419.82,412592.00,10007.94,886.96,-37,14720,202.00,146.00
6097.00,[14:04:31.9991015],315332.00,36054.00,812688.00,12433.90,2276.70,40,44112,378.40,420.10,406960.00,10024.47,890.01,-37,13504,202.00,146.00
6098.00,[14:04:32.0092022],311187.00,28403.00,832320.00,12407.93,2297.18,42,41680,378.50,420.36,396304.00,9943.27,833.28,-37,14240,202.00,146.00
6099.00,[14:04:32.0193018],306924.00,31453.00,879216.00,12441.13,2295.06,46,35072,378.59,420.74,400560.00,9975.86,897.28,-37,13696,202.00,146.00
6100.00,[14:04:32.0294014],251093.00,26943.00,776176.00,12501.97,2302.97,42,40912,378.48,420.64,398656.00,10046.30,822.96,-37,14464,202.00,146.00
6101.00,[14:04:32.0395011],261863.00,30527.00,718960.00,12353.99,2232.63,37,44400,378.24,420.03,130400.00,9987.32,888.83,10,14592,201.50,147.00
6102.00,[14:04:32.0496007],287248.00,33590.00,843328.00,12357.33,2214.12,45,41808,378.18,420.69,404320.00,10019.74,859.74,-37,15424,201.00,147.00
6103.00,[14:04:32.0597003],335819.00,32911.00,942256.00,12376.27,2248.99,49,41840,378.04,420.61,404880.00,10053.22,884.63,-37,16832,201.00,147.00
6104.00,[14:04:32.0697999],362804.00,23824.00,956656.00,12371.92,2266.79,48,47840,378.42,420.73,394224.00,10010.82,901.00,-37,13728,201.00,147.00
6105.00,[14:04:32.0798996],317790.00,32733.00,862080.00,12370.23,2274.06,44,46112,378.50,420.59,402784.00,10001.38,863.35,-37,16320,201.00,147.00
6106.00,[14:04:32.0899992],292843.00,28309.00,788144.00,12382.51,2233.99,40,41584,378.38,420.50,399408.00,10029.70,878.04,-37,13280,201.00,147.00
6107.00,[14:04:32.1000988],317268.00,35992.00,850992.00,12412.19,2296.52,43,42224,378.47,421.28,407648.00,10044.75,896.52,-37,13696,201.00,147.00
6108.00,[14:04:32.1101984],310600.00,30262.00,855968.00,12394.72,2268.59,44,35552,378.50,420.86,399824.00,9988.15,849.58,-37,13664,201.00,147.00
6109.00,[14:04:32.1202981],293795.00,34528.00,887968.00,12378.60,2226.45,48,39728,378.58,420.71,404400.00,9996.55,843.73,-37,13984,201.00,147.00
6110.00,[14:04:32.1303977],330501.00,29184.00,938064.00,12399.24,2200.25,49,36192,378.12,420.57,401712.00,10068.31,873.29,-37,12896,201.00,147.00
6111.00,[14:04:32.1404973],331477.00,37374.00,926128.00,12388.57,2191.98,48,42864,378.10,420.98,407520.00,10003.93,902.89,-37,14176,201.00,147.00
6112.00,[14:04:32.1505970],299072.00,37263.00,893584.00,12385.66,2215.94,48,38800,378.19,421.29,409456.00,10059.26,906.47,-37,16896,201.00,147.00
6113.00,[14:04:32.1606966],352371.00,40917.00,920096.00,12341.85,2274.45,46,44368,378.43,420.89,410960.00,10001.17,859.08,-37,15616,201.00,147.00
6114.00,[14:04:32.1707962],278595.00,33211.00,809888.00,12355.66,2258.74,43,42320,378.30,420.42,123328.00,10013.01,890.67,9,16128,201.33,147.00
6115.00,[14:04:32.1808959],301735.00,41021.00,797296.00,12389.02,2268.20,40,50016,378.30,419.73,410256.00,9979.32,898.35,-37,14336,201.00,147.00
6116.00,[14:04:32.1909955],330191.00,41942.00,832592.00,12253.67,2189.74,41,55984,378.05,420.05,413232.00,10034.87,862.82,-37,14336,201.00,147.00
6117.00,[14:04:32.2010952],340175.00,44189.00,896160.00,12355.22,2288.34,45,47712,378.56,420.80,413904.00,9992.31,867.04,-37,16736,201.00,147.00
6118.00,[14:04:32.2111948],429505.00,30006.00,1083072.00,12331.46,2293.00,53,58032,378.47,420.85,401136.00,10030.55,907.51,-37,13856,201.00,147.00
6119.00,[14:04:32.2212945],350840.00,28236.00,921472.00,12405.05,2257.89,46,49792,378.83,420.59,398960.00,10019.57,860.32,-37,14592,201.00,147.00
6120.00,[14:04:32.2313941],310703.00,32868.00,855856.00,12389.83,2346.76,44,46720,378.89,420.41,403488.00,10016.77,860.35,-37,12896,201.00,147.00
6121.00,[14:04:32.2414937],342060.00,38220.00,912128.00,12392.79,2171.77,46,37488,378.89,420.33,409280.00,10028.65,858.78,-37,15296,201.00,147.00
6122.00,[14:04:32.2515934],328811.00,41391.00,872672.00,12360.47,2270.74,44,40496,378.89,419.98,411824.00,10011.70,894.54,-37,14688,201.00,147.00
6123.00,[14:04:32.2616930],338513.00,31677.00,879696.00,12299.61,2223.42,44,42000,378.61,420.36,401616.00,9998.35,869.76,-37,13376,201.00,147.00
6124.00,[14:04:32.2717927],371600.00,35529.00,983040.00,12478.38,2285.81,49,41200,378.67,420.02,135872.00,10034.31,925.68,10,16288,201.70,146.70
6125.00,[14:04:32.2818923],333701.00,31716.00,892432.00,12416.25,2272.35,45,42768,378.67,420.02,121536.00,9980.02,865.04,9,15936,201.33,147.00
6126.00,[14:04:32.2919920],314063.00,42115.00,856224.00,12321.84,2277.65,44,46016,378.36,420.23,411408.00,9980.90,882.53,-37,15264,201.00,147.00
6127.00,[14:04:32.3020917],447540.00,36014.00,1027936.00,12348.86,2215.38,47,65504,378.66,420.02,404992.00,9972.38,861.84,-37,14400,201.00,147.00
6128.00,[14:04:32.3121913],370397.00,35028.00,901408.00,12349.09,2250.50,43,50560,378.53,420.79,405824.00,10021.51,907.47,-37,13408,201.00,147.00
6129.00,[14:04:32.3222910],305818.00,50958.00,801520.00,12392.56,2189.15,40,53184,378.50,420.50,419552.00,9962.01,874.77,-37,15008,201.00,147.00
6130.00,[14:04:32.3323906],332616.00,45507.00,827232.00,12365.40,2233.60,40,54576,378.50,420.50,416928.00,10038.41,888.45,-37,14464,201.00,147.00
6131.00,[14:04:32.3424903],295983.00,40151.00,763968.00,12315.38,2190.99,38,49088,378.76,420.26,412032.00,10050.83,869.65,-37,13792,201.00,147.00
6132.00,[14:04:32.3525899],320184.00,34657.00,766768.00,12405.10,2216.08,36,58800,378.61,420.14,404464.00,9994.77,868.59,-37,13120,201.00,147.00
6133.00,[14:04:32.3626896],317386.00,44194.00,775200.00,12373.34,2289.98,37,62624,378.86,420.05,416544.00,10063.50,884.41,-37,15296,201.00,147.00
6134.00,[14:04:32.3727893],315703.00,36807.00,848736.00,12396.11,2242.81,43,55824,378.86,420.26,407424.00,10016.68,888.04,-37,12832,201.00,147.00
6135.00,[14:04:32.3828889],297893.00,46923.00,817904.00,12381.21,2200.16,42,48896,378.83,420.43,416880.00,9998.85,899.99,-37,13504,201.00,147.00
6136.00,[14:04:32.3929886],306620.00,25093.00,826256.00,12372.30,2236.32,42,40624,378.52,420.21,395952.00,10023.21,857.00,-37,12368,201.00,147.00
6137.00,[14:04:32.4030883],306203.00,33970.00,849344.00,12344.12,2167.21,44,37840,378.57,420.16,405216.00,10033.67,885.80,-37,14176,201.00,147.00
6138.00,[14:04:32.4131879],290901.00,35558.00,808992.00,12335.51,2272.00,42,37488,378.40,420.36,407760.00,10059.50,889.65,-37,14016,201.00,147.00
6139.00,[14:04:32.4232876],290625.00,39167.00,831664.00,12296.35,2192.26,44,32512,378.14,420.36,409888.00,10019.48,812.92,-37,14720,201.00,147.00
6140.00,[14:04:32.4333873],306004.00,37533.00,812192.00,12346.05,2158.09,41,41648,378.22,419.39,407056.00,9987.10,899.29,-37,15136,201.00,147.00
6141.00,[14:04:32.4434871],274096.00,34025.00,745184.00,12397.05,2179.84,38,35136,378.29,419.95,403024.00,9972.94,903.85,-37,16384,201.00,147.00
6142.00,[14:04:32.4535866],293472.00,33701.00,737120.00,12323.55,2280.85,36,48128,378.39,419.86,405936.00,10060.40,886.08,-37,14848,201.00,147.00
6143.00,[14:04:32.4636863],326374.00,27180.00,807072.00,12325.59,2233.08,39,47200,378.36,420.13,117632.00,10050.27,862.32,9,15744,201.22,146.89
6144.00,[14:04:32.4737860],311037.00,43965.00,831856.00,12400.44,2130.25,42,43248,378.29,420.26,413568.00,9989.28,849.76,-37,14688,201.00,147.00
6145.00,[14:04:32.4838857],307292.00,45514.00,812480.00,12321.66,2140.94,41,42480,378.29,420.59,416944.00,10038.65,891.47,-37,15840,201.00,147.00
6146.00,[14:04:32.4939853],343782.00,29202.00,914496.00,12406.83,2214.70,46,42288,378.61,420.96,399920.00,10019.40,898.13,-37,14624,201.00,147.00
6147.00,[14:04:32.5040850],295587.00,29838.00,832528.00,12487.00,2227.88,43,39856,378.77,421.28,149792.00,9996.20,863.67,12,15424,202.25,146.58
6148.00,[14:04:32.5141847],314203.00,45483.00,885056.00,12409.84,2207.20,46,38608,378.98,420.57,418400.00,10078.83,885.89,-37,15008,202.00,147.00
6149.00,[14:04:32.5242844],331090.00,27549.00,876592.00,12397.77,2275.62,44,50368,378.93,420.41,395584.00,9946.89,864.50,-37,16832,202.00,147.00
6150.00,[14:04:32.5343841],312946.00,44437.00,846624.00,12411.11,2226.99,43,41072,378.86,420.60,415184.00,10020.19,870.52,-37,14528,202.00,147.00
6151.00,[14:04:32.5444837],352592.00,46135.00,947088.00,12385.34,2162.32,48,49376,378.71,420.85,417232.00,10029.66,897.28,-37,15392,202.00,147.00
6152.00,[14:04:32.5545834],384530.00,41649.00,918944.00,12428.24,2334.13,43,63136,378.67,420.51,411808.00,10004.30,877.11,-37,14816,202.00,147.00
6153.00,[14:04:32.5646831],353751.00,36970.00,903920.00,12503.85,2309.05,44,58480,378.77,420.36,408080.00,10030.01,857.24,-37,13984,202.00,147.00
6154.00,[14:04:32.5747828],310465.00,39741.00,832288.00,12424.36,2286.50,42,52160,378.50,420.38,409264.00,9987.11,904.99,-37,14752,202.00,147.00
6155.00,[14:04:32.5848825],317939.00,41601.00,816176.00,12455.93,2291.36,40,46880,378.50,420.50,413440.00,10049.70,910.22,-37,14400,202.00,147.00
6156.00,[14:04:32.5949822],309655.00,34709.00,831344.00,12421.17,2223.96,42,48032,378.55,420.88,405840.00,10030.58,884.01,-37,15360,202.00,147.00
6157.00,[14:04:32.6050819],324710.00,45672.00,870048.00,12394.05,2274.96,44,44624,378.93,420.77,415728.00,10001.50,922.11,-37,16096,202.00,147.00
6158.00,[14:04:32.6151816],283263.00,42980.00,792240.00,12414.07,2238.64,41,39376,378.66,420.59,412656.00,9991.23,869.96,-37,17664,202.00,147.00
6159.00,[14:04:32.6252813],309131.00,40939.00,819632.00,12451.24,2277.36,41,41008,378.54,420.59,413392.00,10066.29,878.64,-37,14112,202.00,147.00
6160.00,[14:04:32.6353810],295746.00,38747.00,774624.00,12278.92,2202.74,39,38448,378.62,420.62,149136.00,10035.40,897.89,11,15424,201.36,146.91
6161.00,[14:04:32.6454807],290208.00,35866.00,771280.00,12335.19,2198.85,39,39952,378.36,420.46,407072.00,10032.58,871.19,-37,14880,201.00,147.00
6162.00,[14:04:32.6555804],334775.00,42582.00,829344.00,12364.24,2199.80,40,50464,378.62,420.07,413488.00,10024.49,851.77,-37,14752,201.00,147.00
6163.00,[14:04:32.6656801],346137.00,35232.00,866896.00,12399.02,2275.68,42,49280,378.74,420.05,145520.00,10026.22,911.93,11,17056,201.36,146.91
6164.00,[14:04:32.6757798],320572.00,28641.00,793456.00,12444.32,2265.01,38,60816,378.68,419.89,119056.00,10046.09,880.17,9,15136,202.00,147.00
6165.00,[14:04:32.6858795],289331.00,38529.00,734352.00,12361.70,2115.98,36,46208,378.67,420.06,410816.00,10061.80,903.02,-37,13888,202.00,147.00
6166.00,[14:04:32.6959792],345623.00,39360.00,856688.00,12465.01,2275.96,41,53216,378.34,419.85,410000.00,10017.29,856.21,-37,13792,202.00,147.00
6167.00,[14:04:32.7060789],314248.00,33229.00,774624.00,12442.60,2207.39,37,53616,378.68,419.78,404624.00,10037.70,894.05,-37,13888,202.00,147.00
6168.00,[14:04:32.7161786],368590.00,35285.00,906848.00,12517.62,2309.51,43,60912,378.30,420.26,408480.00,10086.35,827.88,-37,14784,202.00,147.00
6169.00,[14:04:32.7262783],341518.00,30574.00,890000.00,12465.50,2245.28,44,52256,378.57,420.27,402368.00,10048.50,863.84,-37,15040,202.00,147.00
6170.00,[14:04:32.7363780],370141.00,36925.00,926432.00,12362.01,2257.10,45,48352,378.36,420.33,407712.00,10021.28,878.52,-37,13696,202.00,147.00
6171.00,[14:04:32.7464777],364515.00,36206.00,949312.00,12442.49,2244.87,47,46560,378.47,419.96,407328.00,10030.33,855.44,-37,13856,202.00,147.00
6172.00,[14:04:32.7565775],394826.00,39353.00,1032544.00,12504.27,2364.86,51,46976,378.22,420.69,410224.00,10023.53,893.88,-37,16000,202.00,147.00
6173.00,[14:04:32.7666772],412029.00,37074.00,981744.00,12385.10,2197.56,46,64640,378.22,420.22,137072.00,9999.77,888.08,10,16480,201.50,147.00
6174.00,[14:04:32.7767769],354912.00,38214.00,883008.00,12281.29,2263.33,43,57264,378.37,420.26,409312.00,10029.66,873.03,-37,16192,201.00,147.00
6175.00,[14:04:32.7868766],351565.00,30433.00,915328.00,12528.07,2343.06,45,61040,378.40,420.40,120912.00,10053.23,849.30,9,15712,201.67,146.89
6176.00,[14:04:32.7969763],341857.00,45491.00,863440.00,12418.64,2219.52,42,57488,378.52,420.36,415696.00,10005.55,902.50,-37,14880,202.00,147.00
6177.00,[14:04:32.8070761],319399.00,41746.00,804032.00,12426.48,2257.21,39,61200,378.56,420.15,412560.00,10021.99,910.74,-37,14112,202.00,147.00
6178.00,[14:04:32.8171758],318739.00,34286.00,816064.00,12433.13,2174.90,40,62720,378.50,420.20,406528.00,10060.58,858.36,-37,15968,202.00,147.00
6179.00,[14:04:32.8272755],339506.00,32656.00,825040.00,12449.59,2238.45,39,65504,378.41,420.00,405680.00,10081.72,877.26,-37,15104,202.00,147.00
6180.00,[14:04:32.8373752],300004.00,46224.00,770880.00,12391.48,2142.83,38,65504,378.42,419.84,416512.00,10007.78,915.18,-37,17184,202.00,147.00
6181.00,[14:04:32.8474750],315639.00,40963.00,825888.00,12445.09,2295.94,41,58128,378.71,419.95,411168.00,10005.53,862.71,-37,14816,202.00,147.00
6182.00,[14:04:32.8575747],314283.00,39468.00,850816.00,12477.51,2268.86,43,54064,378.65,420.28,411152.00,10045.51,907.26,-37,15616,202.00,147.00
6183.00,[14:04:32.8676744],307265.00,50913.00,806000.00,12468.38,2335.45,40,61552,378.52,420.25,422400.00,10040.20,886.38,-37,16992,202.00,147.00
6184.00,[14:04:32.8777741],303385.00,49122.00,842752.00,12543.43,2243.85,43,54224,378.67,420.42,419104.00,9999.52,880.47,-37,15584,202.00,147.00
6185.00,[14:04:32.8878739],318622.00,29892.00,853296.00,12434.29,2285.84,43,49472,378.65,420.79,120144.00,10027.96,879.67,9,17536,201.89,146.33
6186.00,[14:04:32.8979736],288015.00,33491.00,708496.00,12367.07,2205.65,34,53456,378.50,420.00,406336.00,10076.90,888.05,-37,17216,202.00,146.00
6187.00,[14:04:32.9080734],278165.00,34451.00,750368.00,12426.38,2206.32,38,42384,378.71,420.39,402528.00,9948.03,878.48,-37,16576,202.00,146.00
6188.00,[14:04:32.9181731],334433.00,27106.00,893088.00,12414.56,2251.06,45,44528,378.36,420.49,117456.00,10038.91,921.45,9,18496,202.00,147.00
6189.00,[14:04:32.9282728],292487.00,43449.00,791520.00,12475.84,2273.44,40,49376,377.98,420.35,415856.00,10065.05,852.46,-37,14816,202.00,147.00
6190.00,[14:04:32.9383726],377658.00,35500.00,913856.00,12469.72,2335.12,43,65504,378.00,420.23,406240.00,10019.99,864.03,-37,14560,202.00,147.00
6191.00,[14:04:32.9484723],315341.00,37869.00,801184.00,12457.51,2252.34,39,50112,378.05,420.18,407040.00,9977.59,849.31,-37,16416,202.00,147.00
6192.00,[14:04:32.9585721],399894.00,35448.00,959808.00,12442.53,2279.02,45,58608,378.29,420.47,407968.00,10068.10,854.18,-37,18432,202.00,147.00
6193.00,[14:04:32.9686718],383422.00,46988.00,943968.00,12456.57,2246.39,45,57552,378.40,421.04,417280.00,10007.89,845.45,-37,15616,202.00,147.00
6194.00,[14:04:32.9787715],362079.00,26010.00,946080.00,12425.56,2268.74,47,45136,378.43,420.85,397984.00,10053.36,883.04,-37,13152,202.00,147.00
6195.00,[14:04:32.9888713],347133.00,31880.00,945904.00,12474.40,2370.43,48,54576,378.60,420.90,404432.00,10068.97,839.77,-37,14272,202.00,147.00
6196.00,[14:04:32.9989710],295722.00,38252.00,830352.00,12433.25,2243.34,43,47808,378.53,420.67,409488.00,10033.40,862.72,-37,14112,202.00,147.00
6197.00,[14:04:33.0090722],357300.00,43013.00,996080.00,12525.10,2308.22,51,48160,378.14,420.86,412768.00,9993.37,873.70,-37,16128,202.00,147.00
6198.00,[14:04:33.0191719],319631.00,37470.00,854656.00,12442.45,2270.19,43,49056,378.49,420.49,408592.00,10030.33,897.90,-37,14912,202.00,147.00
6199.00,[14:04:33.0292717],358586.00,37986.00,934640.00,12522.90,2354.24,46,60624,378.30,420.35,409696.00,10046.21,878.84,-37,16448,202.00,147.00
6200.00,[14:04:33.0393715],350781.00,54329.00,893920.00,12344.07,2271.15,44,56592,378.34,420.36,424720.00,10010.57,878.10,-37,14816,201.00,147.00
6201.00,[14:04:33.0494712],376814.00,41901.00,958976.00,12386.42,2321.35,47,41776,379.06,420.34,411904.00,10000.08,871.99,-37,16512,201.00,147.00
6202.00,[14:04:33.0595710],326977.00,37500.00,874768.00,12449.79,2337.37,44,41328,378.82,420.55,409984.00,10067.14,899.42,-37,14208,201.00,147.00
6203.00,[14:04:33.0696707],389341.00,38487.00,1011744.00,12448.07,2363.14,50,59952,379.12,420.52,409056.00,10015.37,838.88,-37,13600,201.00,147.00
6204.00,[14:04:33.0797705],405206.00,40242.00,1027680.00,12449.49,2307.31,50,56976,379.16,420.38,411120.00,10023.73,848.36,-37,13760,201.00,147.00
6205.00,[14:04:33.0898702],322055.00,35720.00,844080.00,12429.17,2252.13,42,52576,379.40,420.24,407136.00,10038.26,858.71,-37,13216,201.00,147.00
6206.00,[14:04:33.0999700],297523.00,40409.00,802896.00,12326.16,2213.45,41,44048,379.66,419.59,412784.00,10064.18,895.07,-37,14432,201.00,147.00
6207.00,[14:04:33.1100698],253837.00,34750.00,759184.00,12325.55,2143.00,41,36544,379.63,419.44,406112.00,10036.82,874.39,-37,17184,201.00,147.00
6208.00,[14:04:33.1201695],305779.00,41803.00,811792.00,12341.79,2167.80,41,45440,378.93,419.41,412336.00,10014.42,875.79,-37,15040,201.00,147.00
6209.00,[14:04:33.1302693],330120.00,36838.00,886608.00,12366.39,2213.22,45,58320,378.96,420.22,405552.00,9965.23,863.70,-37,16096,201.00,147.00
6210.00,[14:04:33.1403691],367287.00,25898.00,873952.00,12357.68,2249.12,41,65504,379.12,419.80,397840.00,10052.50,900.69,-37,14080,201.00,147.00
6211.00,[14:04:33.1504689],387389.00,40739.00,932080.00,12379.33,2335.52,44,65504,379.25,420.32,410512.00,9993.87,868.78,-37,14976,201.00,147.00
6212.00,[14:04:33.1605686],334791.00,42424.00,852416.00,12324.41,2206.82,42,50912,379.55,420.43,413360.00,10025.29,894.41,-37,13600,201.00,147.00
6213.00,[14:04:33.1706684],340642.00,29755.00,884608.00,12362.86,2242.88,44,60848,379.25,420.32,401856.00,10056.79,862.47,-37,13184,201.00,147.00
6214.00,[14:04:33.1807682],377699.00,34036.00,925088.00,12440.67,2269.27,44,65504,378.93,420.02,404864.00,10022.38,896.03,-37,13984,201.00,147.00
6215.00,[14:04:33.1908673],411035.00,30475.00,968848.00,12395.83,2256.07,45,61584,378.98,420.09,401888.00,10038.19,888.55,-37,13088,201.00,147.00
6216.00,[14:04:33.2009677],401016.00,30699.00,945168.00,12367.09,2246.68,44,61792,379.02,420.25,401600.00,10024.36,854.32,-37,13280,201.00,147.00
6217.00,[14:04:33.2110675],399283.00,23117.00,1018784.00,12390.01,2243.78,50,65504,378.78,420.26,395296.00,10058.90,886.67,-37,14304,201.00,147.00
6218.00,[14:04:33.2211673],369208.00,32119.00,937856.00,12361.92,2236.42,46,63968,379.22,419.41,403136.00,10027.50,886.07,-37,15872,201.00,147.00
6219.00,[14:04:33.2312671],370755.00,39352.00,968816.00,12459.60,2273.46,48,57392,379.15,420.21,413344.00,10107.89,890.18,-37,15776,201.00,147.00
6220.00,[14:04:33.2413669],308058.00,32026.00,789648.00,12348.46,2212.29,39,46912,379.56,419.92,401680.00,9990.65,875.03,-37,14624,201.00,147.00
6221.00,[14:04:33.2514666],309912.00,30108.00,843216.00,12402.43,2328.13,43,44336,379.65,420.28,120416.00,10034.17,848.39,9,15680,202.67,147.11
6222.00,[14:04:33.2615664],288062.00,38180.00,808896.00,12400.81,2343.76,42,56656,379.71,420.24,409632.00,10039.23,882.86,-37,14240,203.00,147.00
6223.00,[14:04:33.2716662],273543.00,23284.00,746896.00,12456.65,2389.25,38,47136,379.95,420.29,394224.00,10025.42,876.90,-37,14560,203.00,147.00
6224.00,[14:04:33.2817660],317075.00,44896.00,877728.00,12458.95,2436.95,45,47808,379.67,420.53,415520.00,10016.87,888.62,-37,16544,203.00,147.00
6225.00,[14:04:33.2918658],340549.00,40445.00,886224.00,12401.70,2366.05,44,59216,379.55,420.55,411040.00,10016.08,871.74,-37,14208,203.00,147.00
6226.00,[14:04:33.3019656],305545.00,30316.00,840400.00,12438.49,2362.91,43,45312,379.49,420.49,400720.00,10010.93,908.63,-37,14528,203.00,147.00
6227.00,[14:04:33.3120654],336722.00,38690.00,892464.00,12349.81,2396.94,45,57456,379.56,420.64,411488.00,10075.61,886.11,-37,15488,203.00,147.00
6228.00,[14:04:33.3221652],373384.00,47405.00,943552.00,12394.96,2259.51,46,65024,379.70,420.20,416496.00,9975.42,880.17,-37,14816,203.00,147.00
6229.00,[14:04:33.3322650],345937.00,47972.00,915968.00,12391.97,2378.38,46,41328,380.04,420.37,419360.00,10037.52,930.37,-37,17792,203.00,147.00
6230.00,[14:04:33.3423648],313023.00,32763.00,859728.00,12425.11,2322.44,44,41264,379.73,420.77,403776.00,10027.37,867.19,-37,14144,203.00,147.00
6231.00,[14:04:33.3524646],282266.00,45087.00,801296.00,12357.85,2319.96,42,39792,379.74,420.86,416528.00,10038.94,905.29,-37,15104,203.00,147.00
6232.00,[14:04:33.3625644],332938.00,27094.00,853904.00,12403.96,2370.27,42,46848,379.86,420.36,399968.00,10077.68,880.26,-37,14304,203.00,147.00
6233.00,[14:04:33.3726642],391902.00,36818.00,924624.00,12388.89,2306.92,43,65504,379.93,420.93,408928.00,10057.04,885.93,-37,15840,203.00,147.00
6234.00,[14:04:33.3827640],393937.00,37978.00,1024720.00,12368.29,2402.09,51,58032,380.12,420.84,408416.00,10011.85,873.73,-37,15232,203.00,147.00
6235.00,[14:04:33.3928638],359442.00,36757.00,942864.00,12413.23,2342.51,47,46080,380.23,420.77,409248.00,10067.33,897.43,-37,13984,203.00,147.00
6236.00,[14:04:33.4029636],366901.00,49021.00,936432.00,12381.11,2384.50,46,55952,380.35,420.46,421424.00,10064.94,858.74,-37,15584,203.00,147.00
6237.00,[14:04:33.4130634],380776.00,38352.00,985472.00,12340.74,2350.57,49,40464,380.06,420.69,410704.00,10063.57,840.21,-37,15616,203.00,147.00
6238.00,[14:04:33.4231632],327018.00,36428.00,872832.00,12404.87,2333.59,44,41584,380.41,421.05,408736.00,10062.39,894.14,-37,13920,203.00,147.00
6239.00,[14:04:33.4332630],354688.00,44283.00,886784.00,12374.32,2308.58,43,49120,380.58,420.74,416400.00,10057.21,888.98,-37,14080,203.00,147.00
6240.00,[14:04:33.4433628],329329.00,47064.00,886688.00,12385.76,2332.48,45,44688,380.49,420.91,420400.00,10090.17,907.67,-37,13536,203.00,147.00
6241.00,[14:04:33.4534626],320489.00,27485.00,852080.00,12362.59,2346.81,43,40944,380.40,421.28,399504.00,10054.58,881.17,-37,13664,203.00,147.00
6242.00,[14:04:33.4635625],339347.00,19712.00,893968.00,12324.91,2312.63,45,46048,380.36,421.13,391392.00,10045.40,828.45,-37,13728,203.00,147.00
6243.00,[14:04:33.4736623],336527.00,39554.00,882320.00,12404.38,2316.16,44,43504,380.41,420.55,409712.00,10004.26,876.34,-37,15488,203.00,147.00
6244.00,[14:04:33.4837621],356286.00,41304.00,899984.00,12356.78,2300.61,44,48736,380.32,420.64,413984.00,10072.43,925.10,-37,15136,203.00,147.00
6245.00,[14:04:33.4938619],322489.00,36888.00,871392.00,12475.08,2322.99,44,48992,380.18,420.50,410224.00,10090.15,887.71,-37,14304,203.00,147.00
6246.00,[14:04:33.5039617],306439.00,40131.00,816608.00,12443.15,2367.26,41,53520,379.76,420.39,412464.00,10063.05,900.91,-37,15232,203.00,147.00
